folder,folder_digitized,pdf_id,num_interviews,interview_num,header,subheader,location,interviewer,title
929,yes,1218,1,1,"Aswell, James (interviewer): Talking is My Life","Aunt Tobe Easterly, 1873, Big Ivey, white, elderly gossip, Big Ivey, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 929","Aswell, James (interviewer)",Talking is My Life
930,yes,1361,1,1,"Aswell, James (interviewer): I'd Rather Die","John Campbell, no date given, no place given, white, overall factory worker, Nashville, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 930","Aswell, James (interviewer)",I'd Rather Die
931,yes,1217,1,1,"Aswell, James (interviewer): Little Eight John","Little Eight John, no date given, no place given, black, child, Tenn., no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 931","Aswell, James (interviewer)",Little Eight John
932,yes,1352,1,1,"Agee, L. (interviewer): Every Morning about Five-Thirty","A.C. Jones, circa 1876, Smith County, white, motorman, Nashville, 6 January 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 932","Agee, L. (interviewer)",Every Morning about Five-Thirty
933,yes,1159,1,1,"Clark, Ruth, and Aswell (interviewers): Too Old to Work, or Ol' Mistress","No name given, [1859?], Dukedom, Ky., black, ex-slave, Paris, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 933","Clark, Ruth, and Aswell (interviewers)","Too Old to Work, or Ol' Mistress"
934,yes,1346,1,1,"Clark, Ruth (interviewer): Pay or No Pay","Dr. Henrietta Veltman, no date given, Lincoln, Nebr., white, doctor, Paris, 28 January 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 934","Clark, Ruth (interviewer)",Pay or No Pay
935,yes,1300,1,1,"Clark, Ruth, and Aswell (interviewers): Finits Evitts, ""So We Played Along""","Finits Evitts, [1876?], Calvert City, Ky., white, tenant farmer, Puryear, 10 November 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 935","Clark, Ruth, and Aswell (interviewers)","Finits Evitts, ""So We Played Along"""
936,yes,1297,1,1,"Clark, Ruth, and Jenette Edwards (interviewers): Solid Time","Fleta Cole, no date given, no place given, white, industrial worker, Puryear, 7 November 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 936","Clark, Ruth, and Jenette Edwards (interviewers)",Solid Time
937,yes,1223,1,1,"Clark, Ruth (interviewer): We Started Out the Poor Way","Idella Woods, 1883, North Folk, white, tenant farmer, Whitlock, 20 December 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 937","Clark, Ruth (interviewer)",We Started Out the Poor Way
938,yes,1267,1,1,"Clark, Ruth, and Aswell (interviewers): Like a Shadow That Declineth","William Olive, Union, 1845, white, preacher, Cottage Grove, 3 March 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 938","Clark, Ruth, and Aswell (interviewers)",Like a Shadow That Declineth
939,yes,1156,1,1,"Clark, Ruth (interviewer): Nippity Tuck","Santifee Paschal, no date given, no place given, white, housewife, Puryear, 11 November 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 939","Clark, Ruth (interviewer)",Nippity Tuck
940,yes,1180,1,1,"Clark, Ruth, Aswell, and Edwards (interviewers): Sorry Living","Ella Paschall, no date given, no place given, white, wife of a job painter, carpenter, and mason, Puryear, 17 November 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 940","Clark, Ruth, Aswell, and Edwards (interviewers)",Sorry Living
941,yes,1174,1,1,"Clark, Ruth, and Aswell (interviewers): Our Times and Seasons","Aunt Tobe Easterly, 1873, Big Ivey, white, elderly gossip, Big Ivey, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 941","Clark, Ruth, and Aswell (interviewers)",Our Times and Seasons
942,yes,1285,1,1,"Clark, Ruth (interviewer): Moving Again","Leanna Lee, no date given, no place given, white, tenant farmer, Paris, 27 October 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 942","Clark, Ruth (interviewer)",Moving Again
943,yes,1172,1,1,"Clark, Ruth, Lena Lipscomb, and Aswell (interviewers): Once I Was a Pretty Girl","Carrie Black, no date given, no place given, white, washwoman, Cottage Grove, 17 October 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 943","Clark, Ruth, Lena Lipscomb, and Aswell (interviewers)",Once I Was a Pretty Girl
944,yes,1205,1,1,C. E. (Full name not given) (interviewer): And Then I'd Travel,"James Hubert Woodside, [1877?], DeKalb County, white, janitor, no place given, January 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 944",C. E. (Full name not given) (interviewer),And Then I'd Travel
945,yes,1329,1,1,"Edwards, Jeannette (interviewer): Tombstone Maker","A. J. Gourley, 1871, no place given, white, tombstone maker, Duersberg, 10 November 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 945","Edwards, Jeannette (interviewer)",Tombstone Maker
946,yes,1247,1,1,"Foster, Ruth, and Edwards (interviewers): It's A Christian Factory","Jesse Grant, circa 1921, no place given, white, factory worker, Knoxville, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 946","Foster, Ruth, and Edwards (interviewers)",It's A Christian Factory
947,yes,1260,1,1,"H[umphries], R[ay] R. (interviewer): I Can Read and I Can Write","James Pearson, circa 1885, no place given, black, railroad worker, Knoxville, 5 October 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 947","H[umphries], R[ay] R. (interviewer)",I Can Read and I Can Write
948,yes,1153,1,1,"Love, Lillian, Aswell, and Lipscomb (interviewers): Nothin' Too Hard Fo' the Lord","Henry Clay Abernathy, 1861, Bordeaux, black, carpenter, Nashville, 10 December 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 948","Love, Lillian, Aswell, and Lipscomb (interviewers)",Nothin' Too Hard Fo' the Lord
949,yes,1150,1,1,"Love, Lillian, Aswell, and Lipscomb (interviewers): So Shall It Come to Pass","Henry Slaughter, 1873, Brentwood, black, stone mason, Nashville, 19 December 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 949","Love, Lillian, Aswell, and Lipscomb (interviewers)",So Shall It Come to Pass
950,yes,1170,1,1,"Love, Lillian (interviewer): Didn't Keep a Penny (Work for One and Catch Another)","Samuel Dean, 1880, Flat Creek, black, casual laborer, Nashville, no date given, 2 November 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 950","Love, Lillian (interviewer)",Didn't Keep a Penny (Work for One and Catch Another)
951,yes,1262,1,1,"Love, Lillian (interviewer): Another version of the above interview.",,"#03709, Subseries: ""1.9. Tennessee."" Folder 951","Love, Lillian (interviewer)",Another version of the above interview.
952,yes,1220,1,1,"Miller, E. E. (interviewer): Saturday on Commerce Street","E. E. Miller, circa 1913, no place given, white, neon technician, Nashville, 26 January 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 952","Miller, E. E. (interviewer)",Saturday on Commerce Street
953,yes,1252,1,1,W.M. (interviewer): Mamie Berryman,"Mamie Berryman, no date given, no place given, white, canning factory worker, Dyersburg, 5 January 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 953",W.M. (interviewer),Mamie Berryman
954,yes,1257,1,1,"Newman, Dean, Edwards, and Aswell (interviewer): From the Mountains Faring","Calvin Lola, [1889?], Knoxville, white, repairman, Knoxville, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 954","Newman, Dean, Edwards, and Aswell (interviewer)",From the Mountains Faring
955,yes,1290,1,1,"Newman, Dean (interviewer): Lived Too Long","Pa Carnes, [1875?], Marion County, white, mountain farmer, Pigeon Forge, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 955","Newman, Dean (interviewer)",Lived Too Long
956,yes,1211,1,1,"Newman, Dean (interviewer): For Those Who Love","No name given, no date given, no place given, white, boarding house operator, Knoxville, 28 October 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 956","Newman, Dean (interviewer)",For Those Who Love
957,yes,1255,1,1,"Newman, Dean, Aswell, and Lipscomb (interviewer): Saved and Sanctified","Leander Huskey, no date given, no place given, white, farmer, Pigeon Forge, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 957","Newman, Dean, Aswell, and Lipscomb (interviewer)",Saved and Sanctified
958,yes,1245,1,1,"Newman, Dean, and Aswell (interviewers): Strictly Mutual Benefit","G.R. Weaver, circa 1879, no place given, white, farmer, Pigeon Forge, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 958","Newman, Dean, and Aswell (interviewers)",Strictly Mutual Benefit
959,yes,1195,1,1,"Newman, Dean, Aswell, and Edwards (interviewers): Easier Ways","Ned Daniels, no date given, no place given, black, odd job man, black, Knoxville, 17 October 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 959","Newman, Dean, Aswell, and Edwards (interviewers)",Easier Ways
960,yes,1161,1,1,"Toler, Nellie Gray, Lipscomb, and Aswell (interviewers): We've Done the Best We Could","No name, 1903, no place given, race not indicated, face powder factory worker, Paris, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 960","Toler, Nellie Gray, Lipscomb, and Aswell (interviewers)",We've Done the Best We Could
961,yes,1242,1,1,"Toler, Nellie Gray (interviewer): You've Got to Live with Post Holes","James Hillary Greer, no date given, no place given, white, former school teacher, Paris, 10 November 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 961","Toler, Nellie Gray (interviewer)",You've Got to Live with Post Holes
962,yes,1254,1,1,"Toler, Nellie Gray, and Aswell (interviewers): My Joy in Life","Pete Fox, circa 1905, Henry County, white, chain grocery manager, Paris, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 962","Toler, Nellie Gray, and Aswell (interviewers)",My Joy in Life
963,yes,1198,1,1,"Toler, Nellie Gray, and Aswell (interviewers): No Grunt Coming","Imogene Coleman, no date given, no place given, white, waitress, Paris, 6 January 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 963","Toler, Nellie Gray, and Aswell (interviewers)",No Grunt Coming
964,yes,1165,1,1,"Toler, Nellie Gray, and Aswell (interviewers): Dub","William David Wrather, [1889?], Wade, white, casual laborer, Paris, 19 October 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 964","Toler, Nellie Gray, and Aswell (interviewers)",Dub
965,yes,1157,1,1,"Toler, Nellie Gray, Aswell, and Edwards (interviewers): A Man Like Me","Dr. John Atkins, circa 1869, [Puryear?], white, veterinarian, Puryear, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 965","Toler, Nellie Gray, Aswell, and Edwards (interviewers)",A Man Like Me
966,yes,1308,1,1,"Toler, Nellie Gray, Aswell, and Edwards (interviewers): A Mighty Comedown","Uncle Charlie Lewis, 1855, no place given, white, elderly man, Paris, 12 January 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 966","Toler, Nellie Gray, Aswell, and Edwards (interviewers)",A Mighty Comedown
967,yes,1270,1,1,"Toler, Nellie Gray (interviewer): Weary Willie","Robert E. Maynard, circa 1919, no place given, white, CCC, Paris, 7 October 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 967","Toler, Nellie Gray (interviewer)",Weary Willie
968,yes,1311,1,1,"Toler, Nellie Gray (interviewer): Untitled","Family of Robert E. Maynard, Paris, 30 May 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 968","Toler, Nellie Gray (interviewer)",Untitled
969,yes,1321,1,1,"Toler, Nellie Gray (interviewer): Bessie Mae Boatwright","Pretty lady, circa 1919, white, prostitute, Paris, 8 October 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 969","Toler, Nellie Gray (interviewer)",Bessie Mae Boatwright
970,yes,1318,1,1,"Toler, Nellie Gray (interviewer): Another version of the above interview",,"#03709, Subseries: ""1.9. Tennessee."" Folder 970","Toler, Nellie Gray (interviewer)",Another version of the above interview
971,yes,1293,1,1,"Toler, Nellie Gray, Aswell, and Lipscomb (interviewers): Pride or No Pride","Jim Ramsey, circa 1872, no place given, white, farmer on relief, Paris, 11 January 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 971","Toler, Nellie Gray, Aswell, and Lipscomb (interviewers)",Pride or No Pride
972,yes,1186,1,1,"Toler, Nellie Gray, and Aswell (interviewers): Waywandering Man","B.E. Cokes, no date given, Bardwell, Ky., white, tramp, Paris, 19 January 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 972","Toler, Nellie Gray, and Aswell (interviewers)",Waywandering Man
973,yes,1343,1,1,"Toler, Nellie Gray, and Aswell (interviewers): On The Road to Sheriff","Eldon Graham, no date given, no place given, white, sheriff, Paris, 9 November 1938, 2 January 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 973","Toler, Nellie Gray, and Aswell (interviewers)",On The Road to Sheriff
974,yes,1337,1,1,"Toler, Nellie Gray, and Aswell (interviewers): Outcast in the World","No name given, no date given, Middlesboro, Ky., race not indicated, no occupation given, Knoxville, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 974","Toler, Nellie Gray, and Aswell (interviewers)",Outcast in the World
975,yes,1235,1,1,"Yoe, Della, Aswell, Lipscomb, and Agee (interviewers): Sometimes I Get Ashamed","Mrs. Foster Ramsey, no date given, no place given, white, saleswoman, Knoxville, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 975","Yoe, Della, Aswell, Lipscomb, and Agee (interviewers)",Sometimes I Get Ashamed
976,yes,1237,1,1,"Yoe, Della, and Aswell (interviewers): Stopping the Leaks","No name given, no date given, no place given, white, female executive President of CCS laundry, Knoxville, 25 January 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 976","Yoe, Della, and Aswell (interviewers)",Stopping the Leaks
977,yes,1324,1,1,"Yoe, Della, Aswell, and Lipscomb (interviewers): Clara Garber","Clara Garber, no date given, no place given, white, bootlegger, no place given, 19 December 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 977","Yoe, Della, Aswell, and Lipscomb (interviewers)",Clara Garber
978,yes,1229,1,1,"Yoe, Della, and Aswell (interviewers): Always Did Love Babies","Mrs. Bruce W. Kennedy, no date given, no place given, white, proprietor of nursing home, Knoxville, 2 December 1938, 11 January 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 978","Yoe, Della, and Aswell (interviewers)",Always Did Love Babies
979,yes,1302,1,1,"Yoe, Della, Aswell, and Edwards (interviewers): Them That Needs","Arlie G. Lane, no date given, no place given, white, welfare department worker, Knoxville, 15 November 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 979","Yoe, Della, Aswell, and Edwards (interviewers)",Them That Needs
980,yes,1155,1,1,"Yoe, Della, Aswell, and Lipscomb (interviewer): Ain't Borrowing No Worries","Myrtle Cunningham, 1907, Knoxville, white, industrial worker, 23 January 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 980","Yoe, Della, Aswell, and Lipscomb (interviewer)",Ain't Borrowing No Worries
981,yes,1227,1,1,"Yoe, Della, and Edwards (interviewers): Sorghum from Sand Mountain","Arlie Lee, no date given, no place given, white, curb market huckster, Knoxville, 5 October 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 981","Yoe, Della, and Edwards (interviewers)",Sorghum from Sand Mountain
982,yes,1349,1,1,"Yoe, Della, and Edwards (interviewers): Snappy Feeding","Margaret Chambers, no date given, no place given, white, fountain manager, Knoxville, 5 October 1938","#03709, Subseries: ""1.9. Tennessee."" Folder 982","Yoe, Della, and Edwards (interviewers)",Snappy Feeding
983,yes,1225,1,1,"Yoe, Della, and Aswell (interviewers): The Grand Ways","Ella Carpenter, 1919, S.C., black, housemaid, Knoxville, 29 December 1939","#03709, Subseries: ""1.9. Tennessee."" Folder 983","Yoe, Della, and Aswell (interviewers)",The Grand Ways
984,yes,1277,1,1,"Yoe, Della, and Aswell (interviewers): Papa Got Pride","Lucy Reed, circa 1881, no place given, black, WPA worker, Knoxville, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 984","Yoe, Della, and Aswell (interviewers)",Papa Got Pride
985,yes,1178,1,1,"Yoe, Della, and Edwards (interviewers): Till the River Rises","Fan Flannigan, circa 1892, no place given, white, unemployed, Knoxville, no date given","#03709, Subseries: ""1.9. Tennessee."" Folder 985","Yoe, Della, and Edwards (interviewers)",Till the River Rises
986,yes,1306,1,1,"Davidson, Anne, and Anne Heaton (interviewers): Beulah Handly","Beulah Handly, circa 1898, Jonesville, white, farmer, Jonesville, 21 January 1939","#03709, Subseries: ""1.10. Virginia."" Folder 986","Davidson, Anne, and Anne Heaton (interviewers)",Beulah Handly
987,yes,1171,1,1,"Jeffries, Margaret (interviewer): Fleety Dodson","Fleety Dodson, Rappahannock County, white, tenant farmer, Culpepper, 21 January 1939","#03709, Subseries: ""1.10. Virginia."" Folder 987","Jeffries, Margaret (interviewer)",Fleety Dodson
988,yes,1319,1,1,"Morrissett, Pearl (interviewer): Untitled","Mary Abbott, 1892, Guilford County, N.C., white, cotton mill spinner, Danville, 21 February 1939","#03709, Subseries: ""1.10. Virginia."" Folder 988","Morrissett, Pearl (interviewer)",Untitled
989,yes,1325,1,1,"Morrissett, Pearl and Edna Stevens (interviewers): Untitled","Della Connor, no date given, N.C., white, cotton mill spinner, Danville, 5 May 1939","#03709, Subseries: ""1.10. Virginia."" Folder 989","Morrissett, Pearl and Edna Stevens (interviewers)",Untitled
990,yes,1342,1,1,"Smith, Essie, and Heaton(interviewers): Untitled","James Perdue, 1883, W. Va., white, country merchant, Rocky Mount, 30 April 1939","#03709, Subseries: ""1.10. Virginia."" Folder 990","Smith, Essie, and Heaton(interviewers)",Untitled
991,yes,1282,1,1,"Venable, Mary S., Collins, and Richardson (interviewers): Untitled","""Cucumber John"" Tyler, no date given, no place given, black, odd job man, Reehmon, 3 January 1939","#03709, Subseries: ""1.10. Virginia."" Folder 991","Venable, Mary S., Collins, and Richardson (interviewers)",Untitled
992,yes,1236,1,1,No author: Untitled,"Archie Davidson, [1885?], [Danville?], black, tenant farmer, Whaleyville, no date given","#03709, Subseries: ""1.10. Virginia."" Folder 992",No author,Untitled
993,yes,1332,1,1,"Hayden, Kate Warren (interviewer): Bringing in the Sheaves","Fictional account of a bootlegger, no date given, no place given","#03709, Subseries: ""1.11. Miscellaneous."" Folder 993","Hayden, Kate Warren (interviewer)",Bringing in the Sheaves
994,yes,1296,1,1,No author: A Greek-American Wife,"Mrs. Nik Morris, no date given, no place given, white, restaurant owner, no place given, no date given","#03709, Subseries: ""1.11. Miscellaneous."" Folder 994",No author,A Greek-American Wife
995,yes,1098,1,1,"Baker, Benjamin D. (interviewer): ""Recalls Days When Ice Came Down from Maine by Ships""","John Dorgan, no date given, no place given, white, freighter captain, Mobile County, 6 November 1939","#03709, Subseries: ""2.1. Alabama."" Folder 995","Baker, Benjamin D. (interviewer)","""Recalls Days When Ice Came Down from Maine by Ships"""
996,yes,1085,3,1,"O'Brien, Susie R. (interviewer): Mrs. Ira Reynolds","Mrs. Ira Reynolds, no date given, Uniontown, white, farmer, Uniontown, 15 March 1939","#03709, Subseries 2. Additions. 2.1. Alabama., Folder 996","O'Brien, Susie R. (interviewer)",Mrs. Ira Reynolds
996,yes,1085,3,2,"Bowman, Annie L. (interviewer): Mr. And Mrs. W. D. Owens","Mr. W. D. Owens, no date given, Chipley, Fla., white, turpentine operator; Mrs. W. D. Owens, no date given, Chipley, Fla., white, housewife, Atmore, 14 December 1939","#03709, Subseries 2. Additions. 2.1. Alabama., Folder 996","Bowman, Annie L. (interviewer)",Mr. And Mrs. W. D. Owens
996,yes,1085,3,3,"Perry, R.L. (interviewer): Life Story of Mary Simpson of Mt. Zion Community","Mary Simpson, 1876, Mt. Zion, black, farmer, Mt. Zion, 24 August 1939","#03709, Subseries 2. Additions. 2.1. Alabama., Folder 996","Perry, R.L. (interviewer)",Life Story of Mary Simpson of Mt. Zion Community
997,yes,1087,1,1,"Shepherd, Rose (interviewer): Mrs. Isabel Barnwell, School Teacher","Mrs. Isabel Barnwell, 1854, Fernandina, no race indicated, early school-teacher, Nassau County, 6 February 1939","#03709, Subseries: ""2.2. Florida."" Folder 997","Shepherd, Rose (interviewer)","Mrs. Isabel Barnwell, School Teacher"
998,yes,1093,2,1,"Shepherd, Rose (interviewer): Jacksonville (Suburbs)","Dr. E.H. Armstrong, no date given, Rhode Island, suburb owner and developer, Riverview, 7 April 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 998","Shepherd, Rose (interviewer)",Jacksonville (Suburbs)
998,yes,1093,2,2,"Shepherd, Rose (interviewer): St. Elmo W. Acosta","St. Elmo W. Acosta, no date given, Jacksonville, former Jacksonville park commissioner, Jacksonville, 27 March 1939 (includes addition)","#03709, Subseries 2. Additions. 2.2. Florida., Folder 998","Shepherd, Rose (interviewer)",St. Elmo W. Acosta
999,yes,1096,3,1,"Shepherd, Rose (interviewer): Early Florida Orange Groves","Mrs. Isabel O. Barnwell, 1854, Fernandina, no race indicated, early school-teacher, Jacksonville, 6 December 1941","#03709, Subseries 2. Additions. 2.2. Florida., Folder 999","Shepherd, Rose (interviewer)",Early Florida Orange Groves
999,yes,1096,3,2,"Shepherd, Rose (interviewer): Personal Interview","Mrs. Isabel Bacon (O'Neill) Barnwell, Fernandina, no race indicated, Life-long resident of Florida, Jacksonville, 13 February 1936","#03709, Subseries 2. Additions. 2.2. Florida., Folder 999","Shepherd, Rose (interviewer)",Personal Interview
999,yes,1096,3,3,"Shepherd, Rose (interviewer): ""War Between the States""","Mrs. Ruth (Bardin) Hanes, no date given, no place given, white, no occupation indicated, Jacksonville, 30 November 1936","#03709, Subseries 2. Additions. 2.2. Florida., Folder 999","Shepherd, Rose (interviewer)","""War Between the States"""
1000,yes,1088,3,1,"Shepherd, Rose (interviewer): Personal Interview","Mr. M. A. Brown, no date given, Mandarin, white, Life-long resident of Duval County, Jacksonville, 19 February 1936","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1000","Shepherd, Rose (interviewer)",Personal Interview
1000,yes,1088,3,2,"Shepherd, Rose (interviewer): Personal Interview","Mrs. Mary D. (Bernard) Burroughs (Mrs. J.H.), no date given, Jacksonville, white, Life-long resident of Jacksonville, 5 March 1936","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1000","Shepherd, Rose (interviewer)",Personal Interview
1000,yes,1088,3,3,"Shepherd, Rose (interviewer): Julien Philip Benjamin","Julien Philip Benjamin, no date given, Ocala, Construction and Drainage Engineer, white, Jacksonville, 15 May 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1000","Shepherd, Rose (interviewer)",Julien Philip Benjamin
1001,yes,1101,3,1,"Shepherd, Rose (interviewer): Mrs. Katherine (Wilson) Fitzgerald","Mrs. Katherine (Wilson) Fitzgerald, no date given, Duval County, white, no occupation indicated, Jacksonville, 10 September 1936","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1001","Shepherd, Rose (interviewer)",Mrs. Katherine (Wilson) Fitzgerald
1001,yes,1101,3,2,"Shepherd, Rose (interviewer): Jacksonville's First Automobile","John Eining, no date given, no place given, white, son of inventor, Jacksonville, 5 March 1937","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1001","Shepherd, Rose (interviewer)",Jacksonville's First Automobile
1001,yes,1101,3,3,"Shepherd, Rose (interviewer): Early Jacksonville and River Transportation","John E. Clark, no date given, Jacksonville, white, son of transportation worker, Jacksonville, 25 March 1936","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1001","Shepherd, Rose (interviewer)",Early Jacksonville and River Transportation
1002,yes,1097,4,1,"Shepherd, Rose (interviewer): William F. Hawley","William F. Hawley, no date given, New Orleans, La., white, retired railroad worker, 26 June 1940","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1002","Shepherd, Rose (interviewer)",William F. Hawley
1002,yes,1097,4,2,"Shepherd, Rose (interviewer): Life History of A.G. (Gus) Hartridge, Jacksonville Lawyer","A.G. Hartridge, 1869, Jacksonville, white, retired lawyer, 28 February 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1002","Shepherd, Rose (interviewer)","Life History of A.G. (Gus) Hartridge, Jacksonville Lawyer"
1002,yes,1097,4,3,"Shepherd, Rose (interviewer): Thomas James Grey","Thomas James Grey, circa 1854, Boston, Mass., white, retired naval officer, 30 April 1937","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1002","Shepherd, Rose (interviewer)",Thomas James Grey
1002,yes,1097,4,4,"Shepherd, Rose (interviewer): Frank Sowersby Gray","Frank S. Gray, 1863, Marcus Hook, Pa., white, retired hardware executive, Jacksonville, 28 April 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1002","Shepherd, Rose (interviewer)",Frank Sowersby Gray
1003,yes,1103,2,1,"Shepherd, Rose (interviewer): Abram Bellamy, Florida Pioneer","Judge Miles W. Lewis, no date given, no place given, white, judge, Jacksonville, 6 May 1940","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1003","Shepherd, Rose (interviewer)","Abram Bellamy, Florida Pioneer"
1003,yes,1103,2,2,"Shepherd, Rose (interviewer): Villa Alexandria, Mrs. Alexander Mitchell, South Jacksonville","Mrs. Charles (Mollie Gibson) Lenoir, no date given, Mich., white, Secretary of Women's Club of Jacksonville, Jacksonville, 19 July 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1003","Shepherd, Rose (interviewer)","Villa Alexandria, Mrs. Alexander Mitchell, South Jacksonville"
1004,yes,1091,3,1,"Shepherd, Rose (interviewer): Mrs. Florrie Towers Martin (Mrs. William G.)","Mrs. Florrie Towers Martin, no date given, Quincy, white, artist, Jacksonville, 10 March 1936","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1004","Shepherd, Rose (interviewer)",Mrs. Florrie Towers Martin (Mrs. William G.)
1004,yes,1091,3,2,"Shepherd, Rose (interviewer): Mrs. Phena (Hudnall) Love","Mrs. Phena (Hudnall) Love, no date given, Locarno, white, no occupation indicated, South Jacksonville, 20 March 1936","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1004","Shepherd, Rose (interviewer)",Mrs. Phena (Hudnall) Love
1004,yes,1091,3,3,"Shepherd, Rose (interviewer): ""Villa Alexandria""","Mrs. Phena Hudnall Love, no date given, Locarno, white, no occupation indicated, South Jacksonville, 25 August 1936","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1004","Shepherd, Rose (interviewer)","""Villa Alexandria"""
1005,yes,1090,2,1,"Shepherd, Rose (interviewer): William A. Platt","William A. Platt, 1855, Liverpool, England, white, Former caretaker, 3 March 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1005","Shepherd, Rose (interviewer)",William A. Platt
1005,yes,1090,2,2,"Shepherd, Rose (interviewer): Villa Alexandria and Jacksonville","Mr. David Mitchell, no date given, Jacksonville, white, lawyer, Jacksonville, 7 July 193?","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1005","Shepherd, Rose (interviewer)",Villa Alexandria and Jacksonville
1006,yes,1086,2,1,"Shepherd, Rose (interviewer): Mulberry Grove Plantation","Mrs. Sarah Louise (Pearson) Richardson, 1879, Mulberry Grove Plantation, white, widow, Jacksonville, 1 April 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1006","Shepherd, Rose (interviewer)",Mulberry Grove Plantation
1006,yes,1086,2,2,"Shepherd, Rose (interviewer): John Reese and Morris Moore","John Reese, 1880, Black Point, black, farmer; Morris Moore, 1862, no place given, black, farmer, Yukon, 19 May 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1006","Shepherd, Rose (interviewer)",John Reese and Morris Moore
1007,yes,1089,2,1,"Shepherd, Rose (interviewer): Sadler's Point","Mrs. J.C. (Violet T. Snead), 1869, no place given, white, housewife, Jacksonville, 10 May 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1007","Shepherd, Rose (interviewer)",Sadler's Point
1007,yes,1089,2,2,"Shepherd, Rose (interviewer): Henrietta Elizabeth Sellers","Henrietta Elizabeth Sellers, 1879, no place given, black, cook, Jacksonville, 19 May 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1007","Shepherd, Rose (interviewer)",Henrietta Elizabeth Sellers
